Zip,Winner,RentBefore,RentAfter,RentLowered,Complainer,Year
3582AP,Complainer,"350,00","247,62",,Huurder,2019
7335AE,Complainer,"495,80","297,48",,Huurder,2019
6211SJ,Complainer,"664,00","398,40",,Huurder,2019
1025DX,Defendant,"610,51","610,51",,Huurder,2019
6211SZ,Complainer,"710,00","568,00",,Huurder,2019
4616AD,Defendant,"739,39","739,39",,Huurder,2019
3079BG,Defendant,,,,Huurder,2019
1043BW,Complainer,"854,95","604,04",,Huurder,2019
9684EK,Defendant,,,,Huurder,2019
9671GB,Defendant,,,,Huurder,2019
1087ML,Defendant,,,,Huurder,2019
1115EM,Defendant,,,,Huurder,2019
9781AC,Defendant,,,,Huurder,2019
9781AC,Defendant,,,,Huurder,2019
6865EW,Defendant,,,,Huurder,2019
3072TK,Defendant,,,,Huurder,2019
1602XS,Defendant,,,,Huurder,2019
6641MD,Defendant,,,,Huurder,2019
3069VG,Defendant,,,,Huurder,2019
2130AR,Defendant,,,,Verhuurder,2019
3071TR,Defendant,,,,Huurder,2019
1015VX,Defendant,,,,Huurder,2019
6605GD,Defendant,"557,34","557,34",,Huurder,2019
1079dk,Complainer,"547,25","328,35",,Huurder,2019
9717BT,Complainer,,,,Huurder,2019
9717BT,Complainer,,,,Huurder,2019
1058TS,Complainer,,,,Huurder,2019
3741HR,Complainer,"576,61","345,97",,Huurder,2019
6533AB,Complainer,,,,Huurder,2019
6828XN,Complainer,"719,6","431,76",,Huurder,2019
1053XJ,Defendant,"416,2","416,2",,Huurder,2019
9201JE,Complainer,"708,57","425,14",,Huurder,2019
3532VK,Complainer,255,"201,13",,Huurder,2019
2561XG,Complainer,"693,62","549,01",,Huurder,2019
3971GC,Complainer,630,"297,61",,Huurder,2019
3562AK,Complainer,"710,68","426,41",,Huurder,2019
3532VK,Complainer,255,"199,08",,Huurder,2019
3532VK,Complainer,255,"186,75",,Huurder,2019
1092EV,Complainer,"518,52","414,82",,Huurder,2019
6831MJ,Complainer,"662,77","397,66",,Huurder,2019
3531BV,Complainer,"323,15","194,99",,Huurder,2019
3531BV,Complainer,"270,52","127,26",,Huurder,2019
3531BV,Complainer,"264,12","158,04",,Huurder,2019
3531BV,Complainer,387,"209,32",,Huurder,2019
3531BV,Complainer,"467,35","233,92",,Huurder,2019
3526BN,Defendant,"486,13","486,13",,Huurder,2019
1031Ag,Complainer,"710,68","426,41",,Huurder,2019
2011NL,Defendant,,,,Huurder,2019
9727BP,Complainer,,,,Huurder,2019
9271CR,Complainer,"567,09","453,67",,Huurder,2019
2518CE,Complainer,"617,47","555,72",,Huurder,2019
2573NR,Complainer,"369,2","295,36",,Huurder,2019
2561XC,Complainer,"468,64","281,18",,Huurder,2019
3811NP,Defendant,"271,57","271,57",,Huurder,2019
2011RE,Complainer,609,"482,3",,Huurder,2019
9726BR,Complainer,,,,Huurder,2019
9727BP,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9713GH,Complainer,,,,Huurder,2019
9741HA,Complainer,,,,Huurder,2019
9715CL,Complainer,,,,Huurder,2019
9723AR,Complainer,,,,Huurder,2019
9713LZ,Complainer,,,,Huurder,2019
9724NA,Complainer,,,,Huurder,2019
3512VS,Complainer,325,"178,75",,Huurder,2019
3512VS,Complainer,400,220,,Huurder,2019
3512VS,Complainer,275,"151,25",,Huurder,2019
3512VS,Complainer,430,"236,5",,Huurder,2019
3512VS,Complainer,430,"236,5",,Huurder,2019
6071HT,Defendant,,,,Huurder,2019
6533TR,Complainer,365,"217,53",,Huurder,2019
6533TR,Defendant,267,267,,Huurder,2019
6533TR,Defendant,320,320,,Huurder,2019
6533TR,Defendant,365,365,,Huurder,2019
6533TR,Defendant,395,395,,Huurder,2019
6533TR,Defendant,308,308,,Huurder,2019
6533TR,Complainer,267,"123,16",,Huurder,2019
6533TR,Complainer,308,"185,2",,Huurder,2019
6533TR,Complainer,320,"220,58",,Huurder,2019
6533TR,Complainer,395,"364,1",,Huurder,2019
8465SN,Defendant,"709,35","709,35",,Huurder,2019
6843GT,Complainer,,,,Huurder,2019
6843BR,Defendant,,,,Huurder,2019
3572KK,Defendant,"665,89","665,89",,Huurder,2019
3582CG,Complainer,"303,41","262,17",,Huurder,2019
3582CG,Complainer,"329,45","262,17",,Huurder,2019
3582CG,Complainer,"324,07","253,87",,Huurder,2019
3582CG,Complainer,"349,03","289,24",,Huurder,2019
3582CG,Complainer,"370,05","301,68",,Huurder,2019
3552CN,Complainer,,,,Huurder,2019
1018CR,Complainer,575,230,,Huurder,2019
1403HT,Complainer,"955,87","573,52",,Huurder,2019
3511VG,Complainer,"520,29","156,09",,Huurder,2019
3526SB,Defendant,"419,01","419,01",,Huurder,2019
3561HV,Defendant,950,950,,Huurder,2019
3553TB,Complainer,"351,71","147,76",,Huurder,2019
3582CG,Complainer,"381,27","303,69",,Huurder,2019
3582CG,Complainer,"317,21","258,55",,Huurder,2019
3911NH,Defendant,"575,69","575,69",,Huurder,2019
8012XM,Complainer,"553,79","332,27",,Huurder,2019
9718CN,Complainer,252,"216,4",,Huurder,2019
3527VJ,Complainer,"630,88","378,53",,Huurder,2019
2662BJ,Complainer,"529,53","370,67",,Huurder,2019
8019XE,Defendant,"671,75","671,75",,Huurder,2019
2584HD,Complainer,650,"373,18",,Huurder,2019
1032XP,Defendant,550,550,,Huurder,2019
2564KA,Defendant,"573,67","573,67",,Huurder,2019
2904HC,Complainer,850,"467,5",,Huurder,2019
3053LR,Complainer,,,,Huurder,2019
5658SG,Complainer,0,0,,Huurder,2019
2525JR,Complainer,"726,99","290,8",,Huurder,2019
5211RW,Complainer,435,261,,Huurder,2019
3036DD,Complainer,"699,38","694,23",,Huurder,2019
5211RW,Complainer,260,156,,Huurder,2019
5211RW,Complainer,320,192,,Huurder,2019
5211RW,Complainer,320,192,,Huurder,2019
5211RW,Complainer,325,195,,Huurder,2019
2274SG,Complainer,"366,33","219,8",,Huurder,2019
3111BX,Complainer,579,"393,46",,Huurder,2019
3112KH,Complainer,620,"543,83",,Huurder,2019
3079HL,Complainer,"472,56","283,54",,Huurder,2019
3181VK,Complainer,"734,71","699,38",,Huurder,2019
3083SC,Complainer,"546,12","218,45",,Huurder,2019
1825LB,Defendant,"277,95","277,95",,Huurder,2019
2805BW,Complainer,506,"202,4",,Huurder,2019
6413HN,Complainer,,,,Huurder,2019
9712JC,Complainer,,,,Huurder,2019
2555HJ,Complainer,,,,Huurder,2019
8911AN,Complainer,"497,02","377,92",,Huurder,2019
1973VM,Defendant,"689,33","689,33",,Huurder,2019
1013PH,Complainer,1050,"533,47",,Huurder,2019
1058NC,Defendant,1245,1245,,Huurder,2019
1092VS,Defendant,"621,55","621,55",,Huurder,2019
1335VR,Defendant,1050,1050,,Huurder,2019
1025TW,Defendant,,,,Huurder,2019
1151BR,Complainer,"190,33","76,13",,Huurder,2019
2036RD,Complainer,,,,Huurder,2019
1032HE,Complainer,"711,90","284,76",,Huurder,2019
1103GZ,Complainer,,,,Huurder,2019
1015LB,Complainer,,,,Huurder,2019
1444XR,Complainer,"633,51","506,81",,Huurder,2019
1055HN,Defendant,,,,Huurder,2019
1072SW,Complainer,,,,Huurder,2019
1072NS,Complainer,"488,44","195,38",,Huurder,2019
3554XP,Complainer,,,,Huurder,2019
3554XP,Complainer,,,,Huurder,2019
3554XP,Complainer,,,,Huurder,2019
3561GR,Complainer,"186,40","121,10",,Huurder,2019
3561GR,Complainer,"246,40","166,21",,Huurder,2019
3561GR,Complainer,"260,00","216,40",,Huurder,2019
3561GR,Complainer,"256,40","98,54",,Huurder,2019
3561GR,Complainer,"271,40","213,41",,Huurder,2019
3561GR,Complainer,"256,00","215,50",,Huurder,2019
1092TK,Defendant,"700,00","700,00",,Huurder,2019
3401LL,Defendant,"749,66","749,66",,Huurder,2019
3401CD,Defendant,"785,74","785,74",,Huurder,2019
3401LM,Defendant,"766,96","766,96",,Huurder,2019
3401LL,Defendant,"738,19","738,19",,Huurder,2019
3401LT,Defendant,"738,19","738,19",,Huurder,2019
3401LL,Defendant,"797,57","797,57",,Huurder,2019
3401LL,Defendant,"738,19","738,19",,Huurder,2019
3401LD,Defendant,"749,33","749,33",,Huurder,2019
8141GE,Complainer,"719,00","431,40",,Huurder,2019
2543CG,Complainer,"673,92","539,14",,Huurder,2019
2512GW,Complainer,"440,38","264,23",,Huurder,2019
2545PP,Defendant,"748,31","748,31",,Huurder,2019
8921KX,Complainer,,,,Huurder,2019
8921KX,Complainer,,,,Huurder,2019
8043XL,Defendant,,,,Huurder,2019
8043XL,Defendant,,,,Huurder,2019
8043XL,Defendant,,,,Huurder,2019
9401AZ,Defendant,437,437,,Huurder,2019
6512HM,Complainer,"650,00","357,50",,Huurder,2019
4851AA,Defendant,"980,00","980,00",,Huurder,2019
9714HS,Defendant,"195,00","195,00",,Huurder,2019
3562JW,Complainer,"600,00","330,51",,Huurder,2019
2523AV,Complainer,"216,86","325,28",,Verhuurder,2019
2274RX,Defendant,"617,43","617,43",,Huurder,2019
2716AR,Complainer,"391,46","352,31",,Huurder,2019
2717GH,Defendant,"495,25","495,25",,Huurder,2019
3513EP,Defendant,"460,00","460,00",,Huurder,2019
9741CN,Defendant,"327,00","327,00",,Huurder,2019
9711NM,Complainer,,,,Huurder,2019
9502AK,Complainer,"566,66","340,00",,Huurder,2019
6991ZH,Complainer,"602,37","361,42",,Huurder,2019
9712HX,Complainer,"629,00","554,22",,Huurder,2019
6882JE,Defendant,"602,13","602,13",,Huurder,2019
9714ET,Complainer,,,,Huurder,2019
9714ET,Complainer,,,,Huurder,2019
7881CL,Defendant,"759,08","759,08",,Huurder,2019
6828RD,Defendant,"620,07","620,07",,Huurder,2019
6991ZK,Complainer,"743,11","594,49",,Huurder,2019
1074AJ,Complainer,"405,19","162,08",,Huurder,2019
1072TH,Complainer,"263,44","105,38",,Huurder,2019
6828JK,Complainer,,,,Huurder,2019
2525EX,Complainer,"620,55","558,50",,Huurder,2019
9948PA,Complainer,"627,67","376,60",,Huurder,2019
3232CZ,Complainer,"468,02","374,42",,Huurder,2019
2691WB,Defendant,"607,82","607,82",,Huurder,2019
1561TL,Defendant,"592,55","592,55",,Huurder,2019
2525VT,Complainer,"518,02","310,81",,Huurder,2019
9711CH,Complainer,,,,Huurder,2019
2521AA,Defendant,"670,20","670,20",,Huurder,2019
2332CA,Complainer,,,,Huurder,2019
2332CA,Complainer,,,,Huurder,2019
2526AV,Defendant,"100,00","100,00",,Huurder,2019
2408SR,Defendant,"559,38","559,38",,Huurder,2019
3083RS,Complainer,"512,44","204,98",,Huurder,2019
2291RL,Complainer,,,,Huurder,2019
1071CA,Complainer,"1.136,54","454,62",,Huurder,2019
2333BT,Defendant,"710,39","710,39",,Huurder,2019
5341AW,Defendant,"678,50","678,50",,Huurder,2019
2315EP,Complainer,"705,00","564,00",,Huurder,2019
2131VH,Defendant,"592,55","592,55",,Huurder,2019
2332DA,Complainer,"599,35","419,55",,Huurder,2019
2611LW,Complainer,"1.200,00","637,18",,Huurder,2019
3072TH,Complainer,"395,75","158,30",,Huurder,2019
3022XB,Complainer,"595,00","440,11",,Huurder,2019
2312WB,Complainer,,,,Huurder,2019
2563PW,Defendant,"381,01","381,01",,Huurder,2019
2555JE,Complainer,"598,37","239,35",,Huurder,2019
9725AH,Complainer,,,,Huurder,2019
7416BN,Complainer,"600,00","240,00",,Huurder,2019
2032NC,Complainer,"574,93","540,94",,Huurder,2019
2032ND,Complainer,"508,14","488,36",,Huurder,2019
2032ND,Defendant,"528,69","528,69",,Huurder,2019
2032NE,Defendant,"471,33","471,33",,Huurder,2019
2032NE,Defendant,"494,05","494,05",,Huurder,2019
2032NE,Defendant,"559,52","559,52",,Huurder,2019
2032NE,Defendant,"511,19","511,19",,Huurder,2019
2032NE,Defendant,"511,19","511,19",,Huurder,2019
2032NE,Complainer,"537,09","535,68",,Huurder,2019
2032NE,Defendant,"474,57","474,57",,Huurder,2019
3072HK,Complainer,"671,38","537,10",,Huurder,2019
1021HP,Complainer,"557,99","223,20",,Huurder,2019
3074EN,Complainer,"183,04","250,58",,Verhuurder,2019
9715BV,Complainer,"316,52","205,24",,Huurder,2019
3941HR,Complainer,,,,Huurder,2019
9724GJ,Complainer,,,,Huurder,2019
6701AA,Complainer,,,,Huurder,2019
3011NB,Complainer,"874,02","756,51",,Huurder,2019
4902CL,Defendant,"531,49","531,49",,Huurder,2019
9742AE,Defendant,"1.750,00","1.750,00",,Huurder,2019
9723LD,Defendant,"850,00","554,22",,Huurder,2019
3043TD,Complainer,,,,Huurder,2019
1058AP,Complainer,"888,32","710,66",,Huurder,2019
2512SR,Complainer,"208,47","62,54",,Huurder,2019
3207MB,Defendant,"673,67","673,67",,Huurder,2019
3031NH,Defendant,"744,00","744,00",,Huurder,2019
2525JD,Defendant,"635,05","635,05",,Huurder,2019
3071ZH,Defendant,"653,83","653,83",,Huurder,2019
6511NM,Complainer,"326,26","268,81",,Huurder,2019
3531PJ,Defendant,"292,50","292,50",,Huurder,2019
3531PJ,Defendant,"330,00","330,00",,Huurder,2019
3531PJ,Defendant,"225,00","225,00",,Huurder,2019
3531PJ,Defendant,"221,25","221,25",,Huurder,2019
3531PJ,Defendant,"295,00","295,00",,Huurder,2019
3531PJ,Defendant,"205,50","205,50",,Huurder,2019
3531PJ,Defendant,"255,00","255,00",,Huurder,2019
3562CP,Defendant,"473,99","473,99",,Huurder,2019
1053WJ,Defendant,"205,62","205,62",,Verhuurder,2019
1073BW,Defendant,"610,46","610,46",,Huurder,2019
3026VZ,Complainer,,,,Huurder,2019
2811PZ,Defendant,"624,28","624,28",,Huurder,2019
2811ED,Defendant,"591,96","591,96",,Huurder,2019
1097BC,Defendant,,,,Huurder,2019
1058AP,Complainer,"708,04","566,43",,Huurder,2019
2513RK,Defendant,"648,78","648,78",,Huurder,2019
9725HL,Complainer,"240,00","160,06",,Huurder,2019
2311VZ,Complainer,"340,00","225,75",,Huurder,2019
3011ZP,Complainer,"533,46","426,77",,Huurder,2019
3015XK,Defendant,,,,Huurder,2019
3075TJ,Complainer,"678,22","678,22",,Huurder,2019
2541VH,Defendant,"515,33","515,33",,Huurder,2019
9715JM,Complainer,,,,Huurder,2019
3011GH,Defendant,"343,11","343,11",,Huurder,2019
3081BH,Complainer,"710,00","533,47",,Huurder,2019
2564XP,Complainer,"802,57","481,54",,Huurder,2019
3081VL,Complainer,"611,25","244,50",,Huurder,2019
9712LK,Complainer,,,,Huurder,2019
3021CB,Defendant,"241,84","241,84",,Verhuurder,2019
4904HG,Defendant,"639,52","639,52",,Huurder,2019
3063AT,Defendant,"430,00","430,00",,Huurder,2019
1218CN,Defendant,"678,62","678,62",,Huurder,2019
1073LS,Defendant,"524,02","524,02",,Huurder,2019
1061HX,Defendant,"703,88","703,88",,Huurder,2019
6512BB,Complainer,"214,93","209,32",,Huurder,2019
6512BB,Complainer,"225,84","211,37",,Huurder,2019
1505WP,Complainer,"597,30","597,30",,Huurder,2019
1076CR,Complainer,"676,19","270,48",,Huurder,2019
3514VS,Complainer,,,,Huurder,2019
6512BB,Complainer,"235,39","221,66",,Huurder,2019
1061GB,Complainer,"365,86","292,69",,Huurder,2019
6512BB,Complainer,"346,83","281,13",,Huurder,2019
6512BB,Complainer,"225,84","199,08",,Huurder,2019
6512BB,Complainer,"220,74","197,03",,Huurder,2019
6512BB,Complainer,"343,63","338,58",,Huurder,2019
6512BB,Complainer,"214,93","199,08",,Huurder,2019
1053BG,Complainer,"613,70","245,48",,Huurder,2019
1012CJ,Complainer,,,,Huurder,2019
1103RN,Complainer,"850,00","543,83",,Huurder,2019
1094SP,Complainer,"443,53","266,12",,Huurder,2019
1061AS,Complainer,"536,23","536,23",,Huurder,2019
1079LT,Defendant,"720,07","720,07",,Huurder,2019
1061AT,Complainer,"565,58","565,58",,Huurder,2019
1061AW,Complainer,"736,07","736,07",,Huurder,2019
1061AT,Complainer,"598,32","598,32",,Huurder,2019
1061AR,Complainer,"677,45","677,45",,Huurder,2019
1061AR,Complainer,"625,59","625,59",,Huurder,2019
1061AP,Complainer,"606,48","606,48",,Huurder,2019
1061AR,Complainer,"520,38","520,38",,Huurder,2019
1061AV,Complainer,"557,62","557,62",,Huurder,2019
1061AV,Complainer,"477,87","477,87",,Huurder,2019
1061AW,Complainer,"335,67","335,67",,Huurder,2019
1061AS,Complainer,"529,34","529,34",,Huurder,2019
1061AR,Complainer,"657,66","657,66",,Huurder,2019
1061AR,Complainer,"534,91","534,91",,Huurder,2019
1061AP,Complainer,"560,69","560,69",,Huurder,2019
1061AT,Complainer,"629,19","629,19",,Huurder,2019
1061AR,Complainer,"558,17","558,17",,Huurder,2019
1061AT,Defendant,,,,Huurder,2019
1061AV,Complainer,,,,Huurder,2019
1061AT,Complainer,"523,36","523,36",,Huurder,2019
1061AV,Complainer,"727,95","727,95",,Huurder,2019
1061AT,Complainer,"558,02","558,02",,Huurder,2019
1061AV,Complainer,"530,36","530,36",,Huurder,2019
1061AS,Complainer,"485,65","485,65",,Huurder,2019
1061AT,Complainer,"635,53","635,53",,Huurder,2019
1061AS,Complainer,"487,10","487,10",,Huurder,2019
1061AT,Complainer,,,,Huurder,2019
1061AS,Complainer,"686,96","686,96",,Huurder,2019
1061AT,Complainer,"520,62","520,62",,Huurder,2019
1061AT,Complainer,"500,51","500,51",,Huurder,2019
1061AW,Complainer,,,,Huurder,2019
1061AT,Complainer,"597,30","597,30",,Huurder,2019
1061AT,Complainer,"578,26","578,26",,Huurder,2019
1074VP,Defendant,"138,01","138,01",,Huurder,2019
1107ND,Defendant,"560,29","560,29",,Huurder,2019
9725HL,Complainer,,,,Huurder,2019
3553AM,Complainer,"555,50","388,85",,Huurder,2019
4703EJ,Complainer,"679,39","407,63",,Huurder,2019
6041TV,Defendant,"930,00","930,00",,Huurder,2019
1061AR,Complainer,"512,24","512,24",,Huurder,2019
1061AV,Complainer,"646,23","646,23",,Huurder,2019
1061AP,Complainer,"571,60","571,60",,Huurder,2019
1061AT,Complainer,"710,43","710,43",,Huurder,2019
1061AT,Complainer,"637,86","637,86",,Huurder,2019
5025XT,Complainer,,,,Huurder,2019
3022NR,Defendant,"208,06","208,06",,Verhuurder,2019
3083GB,Defendant,"380,64","304,51",,Verhuurder,2019
3024EB,Defendant,"241,46","482,92",,Verhuurder,2019
7552DJ,Complainer,"680,00","229,98",,Huurder,2019
1016TL,Defendant,"1.550,00","1.550,00",,Huurder,2019
2562XW,Complainer,"1.070,00","398,63",,Huurder,2019
7591GM,Complainer,"559,68","223,87",,Huurder,2019
3021CM,Complainer,"375,22","305,89",,Huurder,2019
5062JW,Complainer,"650,00","598,78",,Huurder,2019
1016LW,Complainer,,,,Huurder,2019
1016LW,Complainer,,,,Huurder,2019
1016LX,Complainer,,,,Huurder,2019
1016LW,Complainer,,,,Huurder,2019
1016LZ,Complainer,,,,Huurder,2019
3086SE,Complainer,"700,00","280,00",,Huurder,2019
6814AL,Complainer,"391,70","295,50",,Huurder,2019
6824KK,Defendant,"455,78","455,78",,Huurder,2019
7571BH,Defendant,"282,44","282,44",,Huurder,2019
2132AA,Defendant,"595,02","595,02",,Huurder,2019
2403CS,Complainer,"668,27","400,96",,Huurder,2019
5654NM,Complainer,"1.050,00","445,32",,Huurder,2019
2742VZ,Defendant,"582,59","582,59",,Huurder,2019
2547KS,Defendant,,,,Huurder,2019
7606XR,Complainer,"740,00","498,86",,Huurder,2019
4033GZ,Complainer,"516,92","413,54",,Huurder,2019
2286VA,Defendant,"494,55","494,55",,Huurder,2019
2585BJ,Defendant,"258,59","258,59",,Huurder,2019
2671VK,Complainer,"568,62","568,62",,Huurder,2019
2563ZW,Complainer,"670,00","270,00",,Huurder,2019
2405VM,Defendant,"455,43","455,43",,Huurder,2019
7551KM,Defendant,,,,Huurder,2019
6953CX,Defendant,,,,Huurder,2019
2614HT,Defendant,"621,61","471,24",,Huurder,2019
2805AM,Complainer,"655,00","393,00",,Huurder,2019
6826EV,Defendant,"607,39","607,39",,Huurder,2019
7553GE,Complainer,"675,00","270,00",,Huurder,2019
5611SB,Complainer,"870,00","606,00",,Huurder,2019
7603BW,Defendant,"455,81","455,81",,Huurder,2019
1051VZ,Complainer,"282,89","113,16",,Huurder,2019
2512XG,Complainer,"642,50","567,24",,Huurder,2019
2512XG,Complainer,"668,20","546,21",,Huurder,2019
1015JB,Defendant,"510,74","510,74",,Huurder,2019
7556LR,Defendant,"710,00","710,00",,Huurder,2019
7545ST,Complainer,"591,86","236,74",,Huurder,2019
1069LA,Defendant,,,,Huurder,2019
1057ZH,Complainer,"677,59","542,07",,Huurder,2019
1013JJ,Complainer,"571,74","457,39",,Huurder,2019
1057HL,Complainer,"616,66","493,33",,Huurder,2019
1072LZ,Complainer,"563,86","451,09",,Huurder,2019
1352GH,Complainer,"703,10","281,24",,Huurder,2019
1075PE,Complainer,"419,90","335,92",,Huurder,2019
1078PJ,Defendant,"576,57","576,57",,Huurder,2019
2562GT,Complainer,"550,00","325,94",,Huurder,2019
2284VL,Defendant,"419,55","419,55",,Huurder,2019
1076XB,Defendant,"339,89","339,89",,Huurder,2019
2131XT,Defendant,"601,52","601,52",,Huurder,2019
1069LA,Complainer,"582,73","466,18",,Huurder,2019
2512DM,Complainer,"462,11","415,90",,Huurder,2019
5508JA,Defendant,"990,00","990,00",,Huurder,2019
1108CP,Complainer,"611,95","367,17",,Huurder,2019
1185BE,Complainer,"532,17","532,17",,Huurder,2019
5912EP,Complainer,"589,25","559,40",,Huurder,2019
4814HE,Complainer,"550,00","364,10",,Huurder,2019
3511AD,Complainer,"550,00","385,00",,Huurder,2019
5247XC,Defendant,"618,00","618,00",,Huurder,2019
5213EN,Defendant,,,,Huurder,2019
5914SN,Complainer,"498,27","398,62",,Huurder,2019
5233ED,Complainer,"750,32","300,13",,Huurder,2019
5701RE,Complainer,"705,00","282,00",,Huurder,2019
2561AL,Complainer,"430,37","344,30",,Huurder,2019
2585BJ,Complainer,,,,Huurder,2019
1061VK,Defendant,"614,47","614,47",,Huurder,2019
1506CV,Complainer,"995,00","445,32",,Huurder,2019
1083VD,Defendant,"533,83","533,83",,Huurder,2019
1504LM,Complainer,"490,84","392,67",,Huurder,2019
1063ST,Defendant,,,,Huurder,2019
1069SR,Defendant,,,,Huurder,2019
6701AM,Complainer,"195,00","78,00",,Huurder,2019
5922CV,Complainer,,,,Huurder,2019
2587SH,Complainer,"763,05","305,22",,Huurder,2019
2315SE,Complainer,"600,85","240,34",,Huurder,2019
6533DZ,Defendant,,,,Huurder,2019
2215HA,Complainer,"592,55","355,53",,Huurder,2019
2312WC,Complainer,"531,00","393,46",,Huurder,2019
2511ZC,Complainer,"541,89","433,51",,Huurder,2019
2547SK,Defendant,"478,50","478,50",,Huurder,2019
3083AD,Complainer,"480,71","288,43",,Huurder,2019
7906CG,Defendant,,,,Huurder,2019
2036LZ,Defendant,"146,79","146,79",,Huurder,2019
1052NK,Defendant,"569,40","569,40",,Huurder,2019
2273SE,Complainer,"367,57","147,03",,Huurder,2019
6525BV,Complainer,"678,81","271,52",,Huurder,2019
4007HA,Complainer,"710,68","284,27",,Huurder,2019
1052AG,Defendant,"735,87","735,87",,Huurder,2019
6836GN,Defendant,"575,35","575,35",,Huurder,2019
6711KP,Complainer,"726,40","667,12",,Huurder,2019
1017XR,Complainer,"266,01","106,40",,Huurder,2019
2036LZ,Defendant,"146,79","146,79",,Huurder,2019
2036LZ,Defendant,"146,79","146,79",,Huurder,2019
2036LZ,Defendant,"146,79","146,79",,Huurder,2019
2036LZ,Defendant,"288,82","288,82",,Huurder,2019
1076LJ,Defendant,"499,10","499,10",,Huurder,2019
1055AM,Defendant,"355,72","355,72",,Huurder,2019
2316BC,Complainer,"795,00","512,73",,Huurder,2019
9721JN,Defendant,"641,35","641,35",,Huurder,2019
4533PB,Complainer,"475,00","285,00",,Huurder,2019
7556KV,Complainer,"550,00","373,18",,Huurder,2019
6412DE,Complainer,"319,00","191,40",,Huurder,2019
6512DE,Complainer,"245,00","147,00",,Huurder,2019
6512DE,Complainer,"323,00","193,80",,Huurder,2019
6512DE,Complainer,"387,31","232,39",,Huurder,2019
8861EB,Complainer,"695,00","223,76",,Huurder,2019
1057WX,Defendant,"281,03","281,03",,Huurder,2019
